时间 - A,Voltage [V] - A
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.142169
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.145704
27:45.4,0.145704
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.142812
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.142812
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.146989
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146989
27:45.4,0.145704
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.146668
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.142812
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.146025
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.142812
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.14731
27:45.4,0.145061
27:45.4,0.14731
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.145704
27:45.4,0.145382
27:45.4,0.14731
27:45.4,0.146668
27:45.4,0.146989
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.146346
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.147632
27:45.4,0.146989
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146989
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.146989
27:45.4,0.146025
27:45.4,0.155344
27:45.4,0.150845
27:45.4,0.156308
27:45.4,0.149881
27:45.4,0.146668
27:45.4,0.146346
27:45.4,0.153416
27:45.4,0.153094
27:45.4,0.156308
27:45.4,0.152452
27:45.4,0.152773
27:45.4,0.146989
27:45.4,0.151166
27:45.4,0.146989
27:45.4,0.166269
27:45.4,0.151809
27:45.4,0.156951
27:45.4,0.149881
27:45.4,0.170125
27:45.4,0.149238
27:45.4,0.1592
27:45.4,0.155986
27:45.4,0.162735
27:45.4,0.14731
27:45.4,0.177837
27:45.4,0.163377
27:45.4,0.176552
27:45.4,0.148274
27:45.4,0.165305
27:45.4,0.146989
27:45.4,0.161771
27:45.4,0.170125
27:45.4,0.196796
27:45.4,0.164341
27:45.4,0.166269
27:45.4,0.173017
27:45.4,0.160807
27:45.4,0.158557
27:45.4,0.180087
27:45.4,0.145061
27:45.4,0.17848
27:45.4,0.157272
27:45.4,0.163056
27:45.4,0.162735
27:45.4,0.155022
27:45.4,0.148917
27:45.4,0.162735
27:45.4,0.154701
27:45.4,0.149238
27:45.4,0.146668
27:45.4,0.146989
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.143454
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145704
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.14249
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.143454
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.146346
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.141848
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.14249
27:45.4,0.145704
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.14731
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.143776
27:45.4,0.142812
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.143776
27:45.4,0.144418
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.146025
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.143454
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.143776
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.143454
27:45.4,0.143133
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.143776
27:45.4,0.143776
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.14731
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.14249
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.143776
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.145061
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.14249
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.142169
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.14249
27:45.4,0.144418
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.142812
27:45.4,0.14474
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.144418
27:45.4,0.144097
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146989
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.144097
27:45.4,0.143133
27:45.4,0.146025
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.143454
27:45.4,0.146346
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.14474
27:45.4,0.14249
27:45.4,0.145061
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.145382
27:45.4,0.145382
27:45.4,0.146025
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145061
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.143776
27:45.4,0.146668
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.143776
27:45.4,0.145382
27:45.4,0.142812
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.141848
27:45.4,0.145061
27:45.4,0.144097
27:45.4,0.14731
27:45.4,0.144097
27:45.4,0.145704
27:45.4,0.144097
27:45.4,0.146025
27:45.4,0.143133
27:45.4,0.14474
27:45.4,0.143776
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.143133
27:45.4,0.145382
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.14474
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146025
27:45.4,0.143133
27:45.4,0.143776
27:45.4,0.144097
27:45.4,0.146668
27:45.4,0.145382
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.143776
27:45.4,0.14474
27:45.4,0.146025
27:45.4,0.145382
27:45.4,0.145704
27:45.4,0.144418
27:45.4,0.145704
27:45.4,0.143133
27:45.4,0.144097
27:45.4,0.144418
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.146346
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.147632
27:45.4,0.144418
27:45.4,0.145382
27:45.4,0.143133
27:45.4,0.145061
27:45.4,0.143454
27:45.4,0.14731
27:45.4,0.145061
27:45.4,0.146668
27:45.4,0.144418
27:45.4,0.146025
27:45.4,0.142169
27:45.4,0.145382
27:45.4,0.14474
27:45.4,0.146989
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.14474
27:45.4,0.146668
27:45.4,0.143454
27:45.4,0.145061
27:45.4,0.144418
27:45.4,0.146668
27:45.4,0.145704
27:45.4,0.147632
27:45.4,0.146346
27:45.4,0.145061
27:45.4,0.14474
27:45.4,0.144097
27:45.4,0.145382
27:45.4,0.146346
27:45.4,0.145704
